-1.474151629	0.753960194	0.685064598	-1.818588625	-0.922467438	-0.327561565	-0.605842817	-1.056458935	1.183249908	-0.038380431	-0.913657492	0.253067218	-0.012351556	-0.174013681	-1
0.676951805	-0.181547236	-0.704814325	0.523753524	0.161600135	1.700800432	-0.580498666	-1.056458935	1.183249908	-0.038380431	1.092236002	0.253067218	1.212565859	-0.157242347	-1
0.676951805	0.804551338	-0.85643748	-1.818588625	-0.109416758	-0.327561565	-0.505957044	-1.056458935	-0.843380253	-0.513707304	1.092236002	0.253067218	-0.318580909	-0.177367947	-1
-1.474151629	-0.17468742	-0.864524049	0.523753524	-0.922467438	-0.327561565	-0.494030385	0.944598577	1.183249908	0.436946442	-0.913657492	0.253067218	1.099147579	-0.084193871	1
0.676951805	1.962145318	-0.85643748	-1.818588625	-0.922467438	1.700800432	0.525698999	0.944598577	-0.843380253	-0.513707304	-0.913657492	0.253067218	-0.035035212	-0.118854627	1
0.676951805	0.211177239	0.154383555	-1.818588625	0.161600135	-0.327561565	-0.207790558	-1.056458935	-0.843380253	-0.513707304	1.092236002	0.253067218	-0.715544886	-0.177367947	-1
0.676951805	-0.56055208	1.4684509	0.523753524	-0.922467438	-0.327561565	0.015834307	0.944598577	1.183249908	-0.038380431	1.092236002	0.253067218	-0.375290049	-0.176436207	-1
-1.474151629	-0.425070711	-0.444022498	-1.818588625	-1.735518118	-1.848833062	-0.655040288	-1.056458935	-0.843380253	-0.513707304	1.092236002	0.253067218	-0.035035212	-0.166187058	-1
-1.474151629	0.132289354	-0.022510126	0.523753524	0.974650815	1.700800432	-0.170519747	0.944598577	1.183249908	-0.038380431	-0.913657492	0.253067218	-1.055799724	-0.177367947	1
0.676951805	0.182880498	-0.519834076	0.523753524	0.161600135	-0.327561565	-0.207790558	-1.056458935	-0.843380253	-0.513707304	-0.913657492	3.556620357	-0.375290049	-0.177367947	-1
0.676951805	0.397249753	0.154383555	0.523753524	-1.193484331	0.179528934	0.835792145	-1.056458935	-0.843380253	-0.513707304	-0.913657492	0.253067218	0.135092207	-0.049346766	-1
0.676951805	-1.032164442	-0.898891964	0.523753524	-0.922467438	-0.327561565	-0.568572007	-1.056458935	-0.843380253	-0.513707304	-0.913657492	0.253067218	0.532056184	-0.10953722	-1
0.676951805	-0.631722673	-0.780625903	0.523753524	0.974650815	-0.327561565	0.723979713	0.944598577	1.183249908	-0.038380431	1.092236002	0.253067218	1.893075533	0.19532836	1
-1.474151629	-0.088939718	0.356547762	0.523753524	0.161600135	0.179528934	0.537625659	0.944598577	1.183249908	1.149936752	1.092236002	0.253067218	-1.055799724	0.393789144	1
0.676951805	-0.989290591	0.457629865	0.523753524	0.161600135	-0.327561565	-0.505957044	-1.056458935	-0.843380253	-0.513707304	-0.913657492	0.253067218	-1.055799724	-0.177367947	-1
0.676951805	-0.532255338	-0.840264344	0.523753524	0.161600135	-0.327561565	-0.568572007	0.944598577	1.183249908	1.149936752	1.092236002	0.253067218	-0.511391984	0.777479992	1
0.676951805	-0.167827604	0.002760399	0.523753524	-0.109416758	-0.327561565	-0.058707314	-1.056458935	1.183249908	-0.276043867	1.092236002	0.253067218	1.552820696	-0.164696273	-1
0.676951805	0.997483668	-0.502650118	0.523753524	-1.193484331	0.179528934	-0.431415423	0.944598577	-0.843380253	-0.513707304	-0.913657492	0.253067218	2.119912091	-0.177367947	-1
0.676951805	-0.238998197	-0.721998283	0.523753524	-0.922467438	-0.327561565	-0.505957044	0.944598577	-0.843380253	-0.513707304	-0.913657492	-3.050485921	0.532056184	-0.177367947	-1
0.676951805	0.002810323	-0.351026963	-1.818588625	-1.193484331	0.179528934	1.432125119	-1.056458935	-0.843380253	-0.513707304	-0.913657492	0.253067218	-1.055799724	-0.177181599	-1
0.676951805	-0.967853665	1.056035918	0.523753524	0.703633922	-1.341742563	-0.655040288	0.944598577	-0.843380253	-0.513707304	-0.913657492	0.253067218	-1.055799724	-0.177367947	1
0.676951805	1.154401963	0.760876176	0.523753524	1.516684602	1.700800432	3.519290525	0.944598577	1.183249908	-0.276043867	1.092236002	0.253067218	-0.556759296	0.19532836	1
-1.474151629	-0.746624594	-0.49456355	0.523753524	0.974650815	1.700800432	0.027760967	0.944598577	1.183249908	1.149936752	1.092236002	0.253067218	-0.26187177	0.266886051	1
-1.474151629	-0.93183963	-0.351026963	0.523753524	0.974650815	-0.327561565	-0.605842817	0.944598577	1.183249908	0.199283006	-0.913657492	0.253067218	-0.488708328	-0.176249859	1
0.676951805	-0.317886083	-0.654273273	0.523753524	0.432617028	-0.327561565	0.015834307	-1.056458935	1.183249908	-0.276043867	1.092236002	0.253067218	-0.488708328	-0.176808903	-1
