0.27211	0.43726	-1
0.24909	0.42306	-1
-0.41055	0.25216	-1
-0.35577	0.26979	-1
-0.43434	0.85963	1
0.20574	0.6528	1
-0.59482	0.10916	-1
-0.091546	0.56248	1
0.42535	0.53532	1
-0.85107	0.47496	-1
-0.46219	0.99887	1
-0.36615	-0.03614	-1
-0.73925	0.40885	-1
0.51619	0.25826	-1
-0.18089	0.88046	1
0.18829	0.70485	1
0.52872	0.22708	-1
-0.67633	1.065	1
0.43897	0.62817	1
-0.632	0.25195	-1
0.59239	0.89257	1
-0.86752	-0.13749	-1
-0.45858	0.42074	-1
0.45062	0.45233	-1
0.21662	0.64142	1
-0.72302	0.25618	-1
0.32211	0.69087	-1
-0.68031	0.47612	-1
-0.44127	0.32628	1
-0.51081	0.41496	-1
-0.55704	0.31419	-1
-0.28769	0.8833	1
-1.012	0.34469	-1
-0.7269	0.35728	-1
-0.0056113	0.22366	-1
0.51773	0.70945	1
-0.50198	0.37005	1
0.086777	0.39732	-1
0.28988	0.20472	1
-0.34825	0.5053	1
0.44629	0.20648	-1
-0.54076	0.65293	1
0.25026	0.73843	1
-0.56261	0.75476	1
0.50715	0.35046	1
0.27045	0.36031	-1
0.59598	0.68052	-1
0.13863	0.39555	-1
-0.62071	0.7708	-1
-0.49255	1.0144	1
0.49807	0.90262	1
0.54336	0.41175	1
0.3469	0.77664	1
0.16697	0.18064	-1
0.063954	0.045543	-1
-0.45809	0.57137	1
-0.67511	0.55017	-1
-0.44469	0.77904	1
-0.26292	0.78747	1
0.22499	0.46486	-1
0.34121	0.48782	1
0.18042	0.91433	1
0.22491	0.84092	1
-0.21125	0.81317	1
0.58238	0.22843	-1
-0.55704	0.77872	1
-0.047152	0.21458	-1
-0.16071	0.53004	1
-0.78138	-0.075347	-1
0.23449	0.24701	-1
0.061432	0.32491	-1
-0.55672	0.35815	-1
-0.85097	0.34517	-1
0.15897	0.87733	1
-0.077907	0.24584	-1
0.27496	0.62295	1
0.43366	0.60491	-1
-0.39939	0.96198	1
-0.11175	0.70599	1
0.41271	0.35326	-1
0.091615	0.30913	-1
-0.88912	0.26896	-1
-0.096666	0.70731	1
0.48008	0.37481	-1
-0.18025	0.87634	1
-0.39618	0.51177	-1
0.14583	0.36825	-1
-0.14092	0.39247	-1
0.3544	0.22752	-1
-0.099298	0.89443	1
0.49532	0.63105	1
0.43641	0.52395	1
0.1838	-0.090084	-1
0.25986	0.096918	-1
-0.61342	0.26613	-1
-0.40904	0.7423	1
0.53844	0.908	1
0.34726	0.70814	1
0.37268	0.49656	-1
-0.039349	0.95979	1
0.18019	0.46205	-1
0.24753	0.39082	1
0.48536	0.82018	1
-0.45795	0.70402	1
0.35041	0.44398	1
0.2706	0.2602	-1
-0.26122	0.69965	1
0.5645	0.91531	1
0.84413	0.56151	1
0.38914	0.4043	-1
-0.45399	0.66513	1
0.41698	0.45295	1
-0.74922	0.18515	-1
-0.13115	0.94898	1
0.14258	0.11296	-1
-0.0091204	0.72474	-1
-0.5788	0.26554	-1
-0.064478	0.83407	1
-0.33584	0.39248	1
0.10905	0.63026	-1
-0.2212	0.98789	1
0.13615	0.22351	-1
0.47914	0.76927	1
0.24083	0.23397	-1
0.1222	0.78448	1
0.48803	0.49221	-1
0.29109	0.19366	-1
0.40968	0.21237	-1
0.53075	0.32739	-1
-0.10746	0.61587	1
0.074898	0.72662	1
-0.62568	0.32012	-1
0.33241	0.2735	-1
-0.51427	0.32431	1
0.5451	0.21846	-1
-0.85394	0.19842	-1
-0.64657	0.60945	-1
-0.90997	0.45179	-1
0.24687	0.5327	-1
0.66676	0.7384	1
-0.36653	0.64831	1
0.46536	0.85439	1
-0.71517	0.21724	-1
-0.76739	0.09259	-1
-0.4564	0.80523	1
-0.20569	0.64492	1
0.45998	0.42199	1
-0.22944	0.59473	1
0.2182	0.7911	1
-0.36529	0.45703	1
0.33187	0.57037	1
0.40143	0.42516	-1
-0.8215	0.3835	-1
0.61428	0.2833	-1
0.42815	0.13446	-1
-0.19173	0.80943	1
0.39919	0.12005	-1
0.2942	0.3741	1
-0.98957	0.16669	-1
-0.31455	0.79724	1
-0.54614	0.83522	1
-0.4618	0.78214	1
-0.77533	0.49889	-1
-0.84101	0.29033	-1
-0.44437	0.2301	-1
-0.023181	0.40443	-1
-0.62128	0.16738	-1
0.41815	0.14552	-1
-0.29548	0.84672	1
0.5517	0.87753	1
0.38994	0.30922	-1
-0.40033	0.6883	1
0.071927	0.57278	-1
0.42817	0.054583	-1
0.38526	0.65528	1
0.28482	-0.048776	-1
0.32389	0.19236	-1
0.43319	0.77017	1
0.077065	0.79788	1
-0.93004	0.24053	-1
0.25818	0.75002	1
0.70121	0.74573	1
-0.35862	0.93646	1
0.090257	0.847	1
-1.0179	0.14872	-1
-0.7518	0.40926	-1
0.20883	0.010096	-1
0.76204	0.57322	1
0.30937	0.50823	1
0.17511	0.60939	1
-0.80082	0.36312	-1
0.50358	0.4624	1
-0.58946	0.8971	1
-0.54009	0.55107	-1
0.58589	0.4332	-1
0.01463	0.40191	1
0.74885	0.24681	-1
0.47624	0.0091385	-1
-0.8963	0.28692	-1
0.26828	0.2679	-1
-1.0414	0.32851	-1
0.33056	-0.018831	-1
0.38344	0.2433	-1
0.76437	0.61557	1
-0.77267	0.35548	-1
0.087363	0.72235	1
-0.7302	0.2955	-1
-0.023499	0.37992	-1
0.17675	0.4302	-1
-0.72418	0.62576	-1
0.18236	0.29852	-1
-0.032262	0.65573	1
0.12311	0.61894	1
-0.92358	0.41261	-1
-0.70584	0.65908	-1
-0.14564	0.52779	1
-0.77527	0.30672	-1
-0.44165	0.13155	-1
-0.32183	0.62436	1
-0.89219	0.20146	-1
0.53175	0.54373	1
-0.029384	0.61407	1
-0.44894	0.6506	1
-0.92512	0.60475	-1
0.3778	0.47457	-1
0.097619	0.55177	-1
0.46536	0.61911	1
0.52649	0.85643	1
-0.84152	-0.19131	-1
-0.69643	0.31519	-1
0.18007	0.9179	1
-0.42407	0.99487	1
-0.76797	0.81889	1
0.26888	0.44559	1
0.67133	0.88757	1
0.67413	0.60245	1
0.048405	-0.037865	-1
-0.22238	0.88851	1
-0.12474	0.32366	1
0.22655	0.2446	-1
0.41314	0.85404	1
0.27024	0.36194	-1
-0.11287	0.82569	1
0.24481	-0.033435	-1
-0.27252	0.68348	1
-0.86147	0.28735	-1
0.076348	0.56222	1
0.21533	0.6026	1
