29	3	48	45	3	17	-1	
47	47	48	22	16	26	-1	
43	39	48	47	31	41	-1	
34	55	48	58	31	41	-1	
75	76	48	83	57	3	1	
42	3	48	48	26	36	-1	
4	45	48	38	22	0	-1	
34	46	48	52	35	44	-1	
24	35	48	31	19	31	-1	
3	37	48	59	41	49	-1	
79	41	48	66	81	83	-1	
16	43	48	54	27	37	-1	
25	26	48	39	32	42	-1	
63	69	48	65	41	28	1	
87	49	48	61	76	79	-1	
34	45	48	38	24	35	-1	
63	42	48	48	77	8	-1	
38	46	48	48	22	29	-1	
38	4	48	63	25	35	-1	
44	27	48	55	52	58	-1	
84	54	48	75	92	7	-1	
38	44	48	43	2	31	-1	
44	49	48	39	38	4	-1	
66	49	1	54	56	36	-1	
25	51	48	37	42	5	-1	
4	29	48	42	35	44	-1	
24	43	48	54	52	59	-1	
52	36	48	41	28	38	-1	
3	16	48	56	11	23	-1	
3	45	48	36	21	32	-1	
71	71	48	68	43	36	1	
56	68	48	77	36	45	1	
79	36	48	46	82	7	-1	
75	37	48	64	7	74	-1	
27	3	48	71	28	39	-1	
25	4	48	47	33	42	-1	
52	44	48	37	36	42	-1	
41	43	48	45	31	41	-1	
73	84	48	86	58	29	1	
28	38	48	5	33	42	-1	
86	39	48	59	89	9	-1	
34	33	48	38	35	44	-1	
72	42	48	65	77	79	-1	
36	56	48	43	45	53	-1	
68	49	1	62	55	28	-1	
44	42	48	42	25	2	-1	
44	35	48	44	52	59	-1	
33	45	48	52	32	41	-1	
84	49	48	55	78	74	-1	
29	41	48	48	38	46	-1	
23	32	48	55	25	35	-1	
36	39	48	48	22	23	-1	
52	57	48	42	47	54	-1	
61	36	48	49	35	44	-1	
44	34	48	3	33	43	-1	
81	53	48	57	87	88	-1	
66	48	48	54	7	74	-1	
59	49	48	52	45	36	-1	
44	51	48	47	26	36	-1	
36	41	48	48	47	54	-1	
4	31	48	41	29	39	-1	
26	4	48	36	26	37	-1	
24	57	48	63	34	43	-1	
29	28	48	5	42	5	-1	
68	76	48	84	45	27	1	
35	48	48	56	4	48	-1	
34	51	48	44	37	46	-1	
63	51	48	64	72	76	-1	
76	71	48	5	71	75	-1	
32	33	48	6	6	2	-1	
88	42	48	52	73	75	-1	
65	47	48	59	3	4	-1	
7	53	48	7	86	87	-1	
62	42	48	58	79	81	-1	
65	51	48	66	54	33	1	
44	28	48	43	27	37	-1	
53	38	48	44	26	36	-1	
37	44	48	42	39	47	-1	
36	42	48	53	32	41	-1	
49	61	1	56	71	74	-1	
29	28	48	44	23	34	-1	
78	33	48	57	77	79	-1	
51	46	48	58	31	41	-1	
17	38	48	45	42	5	-1	
39	32	48	46	24	35	-1	
74	9	48	57	53	29	1	
25	4	48	46	44	52	-1	
28	33	48	45	22	33	-1	
79	54	48	5	66	68	-1	
71	46	1	52	59	3	-1	
4	5	48	45	39	47	-1	
25	37	48	41	33	42	-1	
47	28	48	56	2	25	-1	
34	35	48	51	49	56	-1	
21	34	48	51	28	39	-1	
4	46	48	52	49	56	-1	
4	42	48	37	27	27	-1	
29	47	48	41	23	34	-1	
25	48	48	44	17	29	-1	
57	54	48	37	28	33	-1	
67	84	48	74	54	37	1	
24	41	48	49	23	34	-1	
23	34	48	43	26	37	-1	
78	44	48	45	73	68	-1	
67	39	48	36	38	46	-1	
22	34	48	42	29	39	-1	
56	51	48	34	37	46	-1	
23	33	48	43	33	43	-1	
86	55	48	63	81	83	-1	
31	23	48	73	5	14	-1	
38	26	48	54	16	28	-1	
41	48	48	51	44	51	-1	
65	55	48	34	37	28	-1	
59	29	48	64	75	77	-1	
67	88	48	73	5	25	1	
42	35	48	58	15	27	-1	
67	55	1	66	58	16	-1	
34	42	48	41	34	43	-1	
35	37	48	3	34	43	-1	
49	43	48	49	3	4	-1	
42	4	48	56	18	3	-1	
78	68	48	83	4	29	1	
17	52	48	49	37	46	-1	
73	26	48	57	75	78	-1	
58	6	48	59	73	76	-1	
3	44	48	49	22	33	-1	
33	47	48	53	18	29	-1	
64	76	48	45	35	38	-1	
44	56	48	5	46	54	-1	
48	42	48	45	25	35	-1	
32	42	48	35	28	38	-1	
57	38	48	6	49	33	-1	
68	63	48	73	4	3	1	
41	57	48	39	21	32	-1	
43	32	48	33	45	52	-1	
6	76	1	77	59	52	1	
77	55	48	51	78	74	-1	
35	34	48	46	3	27	-1	
27	42	48	37	38	43	-1	
53	42	48	16	29	39	-1	
37	52	48	42	42	36	-1	
4	41	48	55	22	33	-1	
51	54	48	41	34	43	-1	
43	4	48	39	28	39	-1	
5	51	48	27	23	34	-1	
4	46	48	42	35	44	-1	
31	47	48	29	28	39	-1	
22	43	48	48	16	28	-1	
81	52	48	57	78	8	-1	
77	57	48	88	53	2	1	
24	43	48	37	28	38	-1	
49	29	48	56	24	35	-1	
18	3	48	46	24	35	-1	
51	37	48	35	36	45	-1	
17	39	48	53	3	39	-1	
51	5	48	46	32	35	-1	
22	36	48	35	39	47	-1	
34	28	48	41	35	44	-1	
76	41	48	5	59	62	-1	
74	78	48	75	54	15	1	
41	51	48	58	2	31	-1	
23	4	48	39	28	38	-1	
47	29	48	51	33	43	-1	
29	37	48	48	44	52	-1	
77	57	1	37	54	1	-1	
54	47	48	28	33	42	-1	
52	81	48	72	38	38	1	
64	45	48	67	61	66	-1	
56	4	48	49	37	46	-1	
5	49	48	49	46	53	-1	
69	43	48	59	74	77	-1	
64	57	48	7	33	26	1	
61	75	48	51	33	33	1	
26	26	48	34	25	35	-1	
37	5	48	42	36	45	-1	
21	51	48	5	32	41	-1	
83	48	48	65	76	79	-1	
47	46	48	62	74	77	-1	
0	38	48	42	48	55	-1	
51	49	48	53	14	26	-1	
42	38	48	54	34	43	-1	
25	37	48	43	26	36	-1	
