6	76	1	77	59	52	1	
34	45	48	38	24	35	-1	
42	4	48	56	18	3	-1	
21	34	48	51	28	39	-1	
44	35	48	44	52	59	-1	
35	34	48	46	3	27	-1	
67	39	48	36	38	46	-1	
67	81	48	25	42	25	-1	
33	47	48	53	18	29	-1	
41	51	48	58	2	31	-1	
32	42	48	35	28	38	-1	
57	54	48	37	28	33	-1	
61	75	48	51	33	33	1	
43	32	48	33	45	52	-1	
63	86	48	39	47	34	-1	
65	47	48	59	3	4	-1	
66	86	48	34	41	36	-1	
7	4	48	54	35	44	-1	
64	72	48	49	42	19	-1	
29	39	48	52	4	48	-1	
39	31	48	38	34	43	-1	
71	71	48	4	54	39	-1	
68	76	48	84	45	27	1	
33	45	48	52	32	41	-1	
52	36	48	41	28	38	-1	
59	49	48	52	45	36	-1	
22	43	48	48	16	28	-1	
67	7	48	46	45	33	-1	
3	45	48	36	21	32	-1	
74	74	48	31	53	52	-1	
29	28	48	44	23	34	-1	
53	38	48	44	26	36	-1	
28	33	48	45	22	33	-1	
68	82	48	38	65	56	-1	
51	37	48	35	36	45	-1	
65	51	48	66	54	33	1	
75	76	48	83	57	3	1	
73	84	48	86	58	29	1	
68	49	1	62	55	28	-1	
34	28	48	41	35	44	-1	
17	52	48	49	37	46	-1	
37	5	48	42	36	45	-1	
61	45	48	48	35	41	-1	
36	54	48	41	38	46	-1	
43	39	48	47	31	41	-1	
74	49	48	42	54	36	-1	
51	5	48	46	32	35	-1	
35	48	48	56	4	48	-1	
54	47	48	28	33	42	-1	
44	56	48	5	46	54	-1	
35	37	48	3	34	43	-1	
2	44	48	46	51	57	-1	
56	4	48	49	37	46	-1	
39	32	48	46	24	35	-1	
49	43	48	49	3	4	-1	
57	59	48	39	47	33	-1	
71	71	48	68	43	36	1	
67	88	48	73	5	25	1	
44	49	48	39	38	4	-1	
38	4	48	63	25	35	-1	
51	54	48	41	34	43	-1	
27	3	48	71	28	39	-1	
4	29	48	42	35	44	-1	
37	44	48	42	39	47	-1	
31	47	48	29	28	39	-1	
38	46	48	48	22	29	-1	
68	78	48	43	44	42	-1	
23	58	48	37	53	59	-1	
65	57	48	47	47	51	-1	
49	29	48	56	24	35	-1	
41	57	48	39	21	32	-1	
29	47	48	41	23	34	-1	
63	83	48	4	39	19	-1	
3	37	48	43	18	3	-1	
52	44	48	37	36	42	-1	
56	51	48	34	37	46	-1	
32	33	48	6	6	2	-1	
69	67	48	3	39	24	-1	
52	57	48	42	47	54	-1	
29	37	48	48	44	52	-1	
64	66	48	41	39	2	-1	
22	36	48	35	39	47	-1	
38	26	48	54	16	28	-1	
66	71	48	41	5	35	-1	
25	4	48	46	44	52	-1	
47	29	48	51	33	43	-1	
3	44	48	49	22	33	-1	
74	78	48	75	54	15	1	
53	42	48	16	29	39	-1	
73	78	48	58	51	31	-1	
38	44	48	43	2	31	-1	
28	38	48	5	33	42	-1	
78	68	48	83	4	29	1	
76	73	48	44	39	39	-1	
42	38	48	54	34	43	-1	
41	43	48	45	31	41	-1	
34	42	48	41	34	43	-1	
42	35	48	58	15	27	-1	
56	68	48	77	36	45	1	
62	83	48	46	36	4	-1	
7	71	48	42	84	85	-1	
44	35	48	55	55	61	-1	
34	51	48	44	37	46	-1	
17	38	48	45	42	5	-1	
